canonical_talent_id,preserved_legacy_id,proposed_canonical_id,deterministic_migration_alias,display_name,owning_canonical_sphere_id,owning_canonical_sphere_name,legacy_source_sphere_label,legacy_owner_alias_applied,owner_ruling_id,exact_source_path,exact_source_anchor,exact_source_section,source_pack,source_version,record_type,acquisition_routes,background_only,automatic_grant,training_eligibility,free_sphere_talent_eligibility,minimum_cl,typed_prerequisite_fields_present,raw_prerequisite_prose,prerequisite_evaluation_status,short_description,full_description,short_description_availability,full_description_availability,selection_disposition,restriction_status,historical_or_deprecated,aliases,source_kind,source_provenance,record_commitment_sha256
TAL_ATHLETICS_SPIDER_S_TOUCH,TAL_ATHLETICS_SPIDER_S_TOUCH,TAL_ATHLETICS_SPIDER_S_TOUCH,null,Spider’s Touch,tianxia.sphere.athletics,Athletics,Athletics,false,null,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md,line:4688,Sphere of Athletics,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,CONFIRMED_SELECTABLE_TALENT,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",false,false,ELIGIBLE_UNDER_ACCEPTED_GENERAL_TRAINING_ROUTE,PENDING_EXACT_PREREQUISITE_EVALUATION,5,true,Prerequisite: CL 5+,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,Prerequisite: CL 5+ Gain Climb Speed equal to your land Speed. If you possess Sure Grip: climb vertical surfaces; climb upside down across ceilings; keep at least one hand free while climbing.,"Prerequisite: CL 5+

Gain Climb Speed equal to your land Speed.

If you possess Sure Grip:

climb vertical surfaces;

climb upside down across ceilings;

keep at least one hand free while climbing.",AVAILABLE,AVAILABLE,OWNER_SELECTABLE_WITH_PREREQUISITES,ordinary_or_unspecified,false,[],synthetic,"{""accepted_qa2_record_id"":""TAL_ATHLETICS_SPIDER_S_TOUCH"",""source_anchor"":""line:4688"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",72d502d4e760d11a54a34c87af0578e3e446b6fd210dc1dac6f4a31faf0c249e
TAL_ATHLETICS_STRONG_LUNGS,TAL_ATHLETICS_STRONG_LUNGS,TAL_ATHLETICS_STRONG_LUNGS,null,Strong Lungs,tianxia.sphere.athletics,Athletics,Athletics,false,null,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md,line:4544,Sphere of Athletics,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,CONFIRMED_SELECTABLE_TALENT,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",false,false,ELIGIBLE_UNDER_ACCEPTED_GENERAL_TRAINING_ROUTE,SUPPORTED_BY_ACCEPTED_GENERAL_RULE_SUBJECT_TO_CHARACTER_STATE,null,true,,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,Gain: Advantage on saving throws against inhalation effects and suffocation; Advantage on Constitution saving throws against exhaustion from forced march; multiply normal breath-holding duration by your Proficiency Bonus.,"Gain:

Advantage on saving throws against inhalation effects and suffocation;

Advantage on Constitution saving throws against exhaustion from forced march;

multiply normal breath-holding duration by your Proficiency Bonus.",AVAILABLE,AVAILABLE,OWNER_SELECTABLE_WITH_PREREQUISITES,ordinary_or_unspecified,false,[],synthetic,"{""accepted_qa2_record_id"":""TAL_ATHLETICS_STRONG_LUNGS"",""source_anchor"":""line:4544"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f08cb939fe689e390f5664098c51288e66da03795e559dc85d23bf6b59b6f8f6
TAL_ATHLETICS_SUDDEN_FLANK,TAL_ATHLETICS_SUDDEN_FLANK,TAL_ATHLETICS_SUDDEN_FLANK,null,Sudden Flank,tianxia.sphere.athletics,Athletics,Athletics,false,null,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md,line:4446,Sphere of Athletics,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,CONFIRMED_SELECTABLE_TALENT,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",false,false,ELIGIBLE_UNDER_ACCEPTED_GENERAL_TRAINING_ROUTE,SUPPORTED_BY_ACCEPTED_GENERAL_RULE_SUBJECT_TO_CHARACTER_STATE,null,true,,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"When you successfully Tumble through a hostile creature’s space, gain Advantage on your next attack against it before the end of your turn.","When you successfully Tumble through a hostile creature’s space, gain Advantage on your next attack against it before the end of your turn.",AVAILABLE,AVAILABLE,OWNER_SELECTABLE_WITH_PREREQUISITES,ordinary_or_unspecified,false,[],synthetic,"{""accepted_qa2_record_id"":""TAL_ATHLETICS_SUDDEN_FLANK"",""source_anchor"":""line:4446"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",5b007a963b7fae0254c632aaaa6169ba10e5a1453cc4b63007a148949de8c64a
TAL_ATHLETICS_SURE_GRIP,TAL_ATHLETICS_SURE_GRIP,TAL_ATHLETICS_SURE_GRIP,null,Sure Grip,tianxia.sphere.athletics,Athletics,Athletics,false,null,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md,line:4554,Sphere of Athletics,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,CONFIRMED_SELECTABLE_TALENT,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",false,false,ELIGIBLE_UNDER_ACCEPTED_GENERAL_TRAINING_ROUTE,SUPPORTED_BY_ACCEPTED_GENERAL_RULE_SUBJECT_TO_CHARACTER_STATE,null,true,,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"Advantage on Athletics checks made to climb or prevent falling; as a Reaction, make an Athletics check to catch yourself or one creature within natural reach while falling; never drop held objects merely because you become Frightened, Stunned, or Unconscious; Grapples you maintain do not automatically end merely because you become Incapacitated.","Advantage on Athletics checks made to climb or prevent falling;

as a Reaction, make an Athletics check to catch yourself or one creature within natural reach while falling;

never drop held objects merely because you become Frightened, Stunned, or Unconscious;

Grapples you maintain do not automatically end merely because you become Incapacitated.",AVAILABLE,AVAILABLE,OWNER_SELECTABLE_WITH_PREREQUISITES,ordinary_or_unspecified,false,[],synthetic,"{""accepted_qa2_record_id"":""TAL_ATHLETICS_SURE_GRIP"",""source_anchor"":""line:4554"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",b238d940aa110113f3c33cdc1a340b6e9e0e6c8ef6da6e50f7c1ca3ebc15e967
TAL_ATHLETICS_SWIFT_MOVEMENT,TAL_ATHLETICS_SWIFT_MOVEMENT,TAL_ATHLETICS_SWIFT_MOVEMENT,null,Swift Movement,tianxia.sphere.athletics,Athletics,Athletics,false,null,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md,line:4564,Sphere of Athletics,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,CONFIRMED_SELECTABLE_TALENT,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",false,false,ELIGIBLE_UNDER_ACCEPTED_GENERAL_TRAINING_ROUTE,SUPPORTED_BY_ACCEPTED_GENERAL_RULE_SUBJECT_TO_CHARACTER_STATE,null,true,,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,,,MISSING,MISSING,OWNER_SELECTABLE_WITH_PREREQUISITES,ordinary_or_unspecified,false,[],synthetic,"{""accepted_qa2_record_id"":""TAL_ATHLETICS_SWIFT_MOVEMENT"",""source_anchor"":""line:4564"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f993441718d5936913aede23e5b4df61159c54aed879b42f5388a2e82736ea75
TAL_ATHLETICS_TERRAIN_GLIDE,TAL_ATHLETICS_TERRAIN_GLIDE,TAL_ATHLETICS_TERRAIN_GLIDE,null,Terrain Glide,tianxia.sphere.athletics,Athletics,Athletics,false,null,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md,line:4748,Sphere of Athletics,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,CONFIRMED_SELECTABLE_TALENT,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",false,false,ELIGIBLE_UNDER_ACCEPTED_GENERAL_TRAINING_ROUTE,PENDING_EXACT_PREREQUISITE_EVALUATION,10,true,"Prerequisite: Shark Swim, CL 10+",TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"Prerequisite: Shark Swim, CL 10+ Swim through soil, snow, loose earth, and sand as though they were water. This counts as difficult terrain. Terrain Glide does not grant: sight through soil; breath through soil; movement through worked stone; movement through metal; movement through sealed barriers.","Prerequisite: Shark Swim, CL 10+

Swim through soil, snow, loose earth, and sand as though they were water.

This counts as difficult terrain.

Terrain Glide does not grant:

sight through soil;

breath through soil;

movement through worked stone;

movement through metal;

movement through sealed barriers.",AVAILABLE,AVAILABLE,OWNER_SELECTABLE_WITH_PREREQUISITES,ordinary_or_unspecified,false,[],synthetic,"{""accepted_qa2_record_id"":""TAL_ATHLETICS_TERRAIN_GLIDE"",""source_anchor"":""line:4748"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",43418f07b774b00762afa384dab7bc692f5a11b7ca8600eb4dc8257bcd30150c
TAL_ATHLETICS_THE_STEP_TAKEN_BEFORE_INTENTION,TAL_ATHLETICS_THE_STEP_TAKEN_BEFORE_INTENTION,TAL_ATHLETICS_THE_STEP_TAKEN_BEFORE_INTENTION,null,The Step Taken Before Intention,tianxia.sphere.athletics,Athletics,Athletics,false,null,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md,line:4910,Sphere of Athletics,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,CONFIRMED_SELECTABLE_TALENT,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",false,false,ELIGIBLE_UNDER_ACCEPTED_GENERAL_TRAINING_ROUTE,PENDING_EXACT_PREREQUISITE_EVALUATION,17,true,"Classification: Secret Athletics Inheritance
Prerequisite: CL 17+, Flash Step, Heaven-Treading Body, hidden movement scripture",PARTIALLY_TYPED_RAW_PROSE_RETAINED,"“The enemy decided to strike. The cultivator had already stepped beyond the meaning of the attack.” Classification: Secret Athletics Inheritance Prerequisite: CL 17+, Flash Step, Heaven-Treading Body, hidden movement scripture Action Type: Reaction Factory Combat Bucket: reaction Factory Routing: combat_action_row Trigger: You are targeted by an attack, trapped by an area effect, or would fail a Dexterity saving throw Cost: Expend Martial Focus Use Limit: Once per week Move up to your Speed. This movement: occurs before the triggering effect resolves; does not provoke Opportunity Attacks; may cross air, walls, water, hostile spaces, and fragile surfaces; may use Flash Step once during the movement without spending additional Focus; cannot cross sealed barriers or Dimensional Locks. After movement: if you are outside the triggering attack’s reach, line, or area, the effect misses you; otherwise, gain Advantage on the triggering Dexterity saving throw or impose Disadvantage on the triggering attack roll. Until the end of your next turn: hold Martial Focus even after expending it; increase all movement Speeds by 30 feet; ignore ordinary Restrained and Grappled effects caused by physical contact. ### OPTIONAL ATHLETICS CULTIVATION VARIANTS An Athletics cultivation variant changes what the practitioner believes motion requires. These variants are mutually exclusive.","“The enemy decided to strike. The cultivator had already stepped beyond the meaning of the attack.”

Classification: Secret Athletics Inheritance

Prerequisite: CL 17+, Flash Step, Heaven-Treading Body, hidden movement scripture

Action Type: Reaction
Factory Combat Bucket: reaction
Factory Routing: combat_action_row

Trigger: You are targeted by an attack, trapped by an area effect, or would fail a Dexterity saving throw

Cost: Expend Martial Focus

Use Limit: Once per week

Move up to your Speed.

This movement:

occurs before the triggering effect resolves;

does not provoke Opportunity Attacks;

may cross air, walls, water, hostile spaces, and fragile surfaces;

may use Flash Step once during the movement without spending additional Focus;

cannot cross sealed barriers or Dimensional Locks. After movement:

if you are outside the triggering attack’s reach, line, or area, the effect misses you;

otherwise, gain Advantage on the triggering Dexterity saving throw or impose Disadvantage on the triggering attack roll. Until the end of your next turn:

hold Martial Focus even after expending it;

increase all movement Speeds by 30 feet;

ignore ordinary Restrained and Grappled effects caused by physical contact. ### OPTIONAL ATHLETICS CULTIVATION VARIANTS An Athletics cultivation variant changes what the practitioner believes motion requires.

These variants are mutually exclusive.",AVAILABLE,AVAILABLE,OWNER_SELECTABLE_WITH_PREREQUISITES,ordinary_or_unspecified,false,[],synthetic,"{""accepted_qa2_record_id"":""TAL_ATHLETICS_THE_STEP_TAKEN_BEFORE_INTENTION"",""source_anchor"":""line:4910"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",73cfae479da4e4bfa9c3dfd18fc9cdabea0dcf80c23fa85d75ec3d32a6ba3df4
TAL_ATHLETICS_TUMBLING_RECOVERY,TAL_ATHLETICS_TUMBLING_RECOVERY,TAL_ATHLETICS_TUMBLING_RECOVERY,null,Tumbling Recovery,tianxia.sphere.athletics,Athletics,Athletics,false,null,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md,line:4576,Sphere of Athletics,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,CONFIRMED_SELECTABLE_TALENT,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",false,false,ELIGIBLE_UNDER_ACCEPTED_GENERAL_TRAINING_ROUTE,SUPPORTED_BY_ACCEPTED_GENERAL_RULE_SUBJECT_TO_CHARACTER_STATE,null,true,,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"Drop Prone at any time, including outside your turn. Whenever you fall Prone or deliberately drop Prone, use a Bonus Action or Reaction to move up to 10 feet in one direction. When used to avoid an attack or area effect: impose Disadvantage on the attack roll; gain Advantage on one Dexterity saving throw against the area effect.","Drop Prone at any time, including outside your turn.

Whenever you fall Prone or deliberately drop Prone, use a Bonus Action or Reaction to move up to 10 feet in one direction.

When used to avoid an attack or area effect:

impose Disadvantage on the attack roll;

gain Advantage on one Dexterity saving throw against the area effect.",AVAILABLE,AVAILABLE,OWNER_SELECTABLE_WITH_PREREQUISITES,ordinary_or_unspecified,false,[],synthetic,"{""accepted_qa2_record_id"":""TAL_ATHLETICS_TUMBLING_RECOVERY"",""source_anchor"":""line:4576"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",e82e49a491c2ce1a4aa85afca26b46993dcbc34dbdef2a9eb82d49ca0879ec9e
TAL_ATHLETICS_UNBROKEN_PURSUIT,TAL_ATHLETICS_UNBROKEN_PURSUIT,TAL_ATHLETICS_UNBROKEN_PURSUIT,null,Unbroken Pursuit,tianxia.sphere.athletics,Athletics,Athletics,false,null,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md,line:4782,Sphere of Athletics,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,CONFIRMED_SELECTABLE_TALENT,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",false,false,ELIGIBLE_UNDER_ACCEPTED_GENERAL_TRAINING_ROUTE,PENDING_EXACT_PREREQUISITE_EVALUATION,10,true,Prerequisite: CL 10+,TYPED_FIELDS_AVAILABLE_RAW_PROSE_RETAINED,"Prerequisite: CL 10+ When a creature within your Speed moves willingly, use your Reaction and expend Martial Focus. Move up to half your Speed. This movement: must end closer to the triggering creature; does not provoke Opportunity Attacks from the triggering creature; may include Wall Stunt, Air Stunt, or Rope Swing movement when legal.","Prerequisite: CL 10+

When a creature within your Speed moves willingly, use your Reaction and expend Martial Focus.

Move up to half your Speed.

This movement:

must end closer to the triggering creature;

does not provoke Opportunity Attacks from the triggering creature;

may include Wall Stunt, Air Stunt, or Rope Swing movement when legal.",AVAILABLE,AVAILABLE,OWNER_SELECTABLE_WITH_PREREQUISITES,ordinary_or_unspecified,false,[],synthetic,"{""accepted_qa2_record_id"":""TAL_ATHLETICS_UNBROKEN_PURSUIT"",""source_anchor"":""line:4782"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",b226be366d8dafdb641311a4bee5286314f5a524ff0e8a889dc529c1fb39f0d5
TAL_ATHLETICS_UNIMPEDED_POSITIONING,TAL_ATHLETICS_UNIMPEDED_POSITIONING,TAL_ATHLETICS_UNIMPEDED_POSITIONING,null,Unimpeded Positioning,tianxia.sphere.athletics,Athletics,Athletics,false,null,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md,line:4588,Sphere of Athletics,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,CONFIRMED_SELECTABLE_TALENT,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",false,false,ELIGIBLE_UNDER_ACCEPTED_GENERAL_TRAINING_ROUTE,SUPPORTED_BY_ACCEPTED_GENERAL_RULE_SUBJECT_TO_CHARACTER_STATE,null,true,,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,,,MISSING,MISSING,OWNER_SELECTABLE_WITH_PREREQUISITES,ordinary_or_unspecified,false,[],synthetic,"{""accepted_qa2_record_id"":""TAL_ATHLETICS_UNIMPEDED_POSITIONING"",""source_anchor"":""line:4588"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",c693142c1f5fea119b562638a0c5e383240d461983bffe903546bee943ecaf95
TAL_ATHLETICS_UNWILLING_BOOST,TAL_ATHLETICS_UNWILLING_BOOST,TAL_ATHLETICS_UNWILLING_BOOST,null,Unwilling Boost,tianxia.sphere.athletics,Athletics,Athletics,false,null,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md,line:4590,Sphere of Athletics,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,CONFIRMED_SELECTABLE_TALENT,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",false,false,ELIGIBLE_UNDER_ACCEPTED_GENERAL_TRAINING_ROUTE,SUPPORTED_BY_ACCEPTED_GENERAL_RULE_SUBJECT_TO_CHARACTER_STATE,null,true,,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"Convert another creature’s attack into momentum. When your movement provokes an opportunity attack from a creature at least your size, increase movement for the round by: 5 feet x the creature’s Strength modifier minimum 5 feet. Choose horizontal movement or half as much vertical movement. To gain this movement: the attack must hit; or if it misses, use your Bonus Action to convert the attack into momentum. An ally may use its Reaction to assist as though making an opportunity attack against you. You must still use your Bonus Action to exploit a missed assisted attack.","Convert another creature’s attack into momentum.

When your movement provokes an opportunity attack from a creature at least your size, increase movement for the round by:

5 feet x the creature’s Strength modifier

minimum 5 feet.

Choose horizontal movement or half as much vertical movement.

To gain this movement:

the attack must hit; or

if it misses, use your Bonus Action to convert the attack into momentum. An ally may use its Reaction to assist as though making an opportunity attack against you.

You must still use your Bonus Action to exploit a missed assisted attack.",AVAILABLE,AVAILABLE,OWNER_SELECTABLE_WITH_PREREQUISITES,ordinary_or_unspecified,false,[],synthetic,"{""accepted_qa2_record_id"":""TAL_ATHLETICS_UNWILLING_BOOST"",""source_anchor"":""line:4590"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",eb03f04facd76048799220a2d3ddcbf186aef1bbc3bb2dcc0affe8a66343a9f9
TAL_ATHLETICS_WALL_STUNT,TAL_ATHLETICS_WALL_STUNT,TAL_ATHLETICS_WALL_STUNT,null,Wall Stunt,tianxia.sphere.athletics,Athletics,Athletics,false,null,09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md,line:4610,Sphere of Athletics,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,CONFIRMED_SELECTABLE_TALENT,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",false,false,ELIGIBLE_UNDER_ACCEPTED_GENERAL_TRAINING_ROUTE,SUPPORTED_BY_ACCEPTED_GENERAL_RULE_SUBJECT_TO_CHARACTER_STATE,null,true,,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"Run up or along walls as though they were ground. Treat the wall as difficult terrain. You may treat a creature at least two sizes larger than you as a wall, with GM approval. Doing so provokes an opportunity attack from that creature. If you end your turn on a wall without something to hold onto, you fall.","Run up or along walls as though they were ground.

Treat the wall as difficult terrain.

You may treat a creature at least two sizes larger than you as a wall, with GM approval.

Doing so provokes an opportunity attack from that creature.

If you end your turn on a wall without something to hold onto, you fall.",AVAILABLE,AVAILABLE,OWNER_SELECTABLE_WITH_PREREQUISITES,ordinary_or_unspecified,false,[],synthetic,"{""accepted_qa2_record_id"":""TAL_ATHLETICS_WALL_STUNT"",""source_anchor"":""line:4610"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",d4b1d9b88f07a2e64f80b727a87eef306045e090037d2dea7e9f7ea7824ae569
