record_id,prerequisite_evaluation_status,typed_constraints,raw_prerequisite_prose,display_only_or_advisory_constraints,invalid_references,unresolved_reason,creator_selectability_can_be_evaluated_safely,source_provenance,record_commitment_sha256
FIRE_TAL_FIREBALL_ART,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.fire""}]",,[],[],,true,"{""accepted_qa2_record_id"":""FIRE_TAL_FIREBALL_ART"",""source_anchor"":""line:29763"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",40a7134ed4cdf575528fd97647a7390f48c250653ad4ac139dcc988b00f1b2da
FIRE_TAL_FLAME_LASH,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.fire""}]",,[],[],,true,"{""accepted_qa2_record_id"":""FIRE_TAL_FLAME_LASH"",""source_anchor"":""line:29606"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",548f3ffb15524491432979f3a70648b7a9a54dc89e68141354aedae0573d97f1
FIRE_TAL_INCINERATING_LANCE,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.fire""}]",,[],[],,true,"{""accepted_qa2_record_id"":""FIRE_TAL_INCINERATING_LANCE"",""source_anchor"":""line:30003"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",4931d234aac67f008d917d9887b5fe6f7818143ce88f7b53a55ae8d8d8747321
FIRE_TAL_SCORCHING_RAY_ART,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.fire""}]",,[],[],,true,"{""accepted_qa2_record_id"":""FIRE_TAL_SCORCHING_RAY_ART"",""source_anchor"":""line:29799"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",9040dc719302cc512b2680a2da4b61a7eaa4031ee71e80ea7789739e6d136500
RADIANCE_TAL_BLINDING_FLASH,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.radiance""}]",,[],[],,true,"{""accepted_qa2_record_id"":""RADIANCE_TAL_BLINDING_FLASH"",""source_anchor"":""line:66992"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",4458991830dcef8b6c445c83f0b1a6e831f966a9a66f6128876008513f28d84c
RADIANCE_TAL_DAWNLIT_REBUKE,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.radiance""}]",,[],[],,true,"{""accepted_qa2_record_id"":""RADIANCE_TAL_DAWNLIT_REBUKE"",""source_anchor"":""line:67152"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",9b9582e06afa1e04712625abb42d781e637dea51da94c300f5c04ea0b56849a2
RADIANCE_TAL_DAWN_CLEANSING_WAVE,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.radiance""}]",,[],[],,true,"{""accepted_qa2_record_id"":""RADIANCE_TAL_DAWN_CLEANSING_WAVE"",""source_anchor"":""line:67570"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",39f100f2acf3767695b80157cf64d3267a609ec4e301f4949a49dff6ceeb338f
RADIANCE_TAL_HEAVEN_OPENING_JUDGMENT,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.radiance""}]",,[],[],,true,"{""accepted_qa2_record_id"":""RADIANCE_TAL_HEAVEN_OPENING_JUDGMENT"",""source_anchor"":""line:67882"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",4ca1cb22412f9975b06a916e1d96edacf94cf80f46e524d6e3f9a59dcf9699d0
RADIANCE_TAL_JUDGMENT_RAY,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.radiance""}]",,[],[],,true,"{""accepted_qa2_record_id"":""RADIANCE_TAL_JUDGMENT_RAY"",""source_anchor"":""line:67336"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",27c05cabd2e80605b23ac5fb521f5f4382a2cf95a090e1fbf5789a9ca7b597a3
RADIANCE_TAL_SCOUR_THE_UNCLEAN,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.radiance""}]",,[],[],,true,"{""accepted_qa2_record_id"":""RADIANCE_TAL_SCOUR_THE_UNCLEAN"",""source_anchor"":""line:67626"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",8812a7470c0dcf94ea702d967e36a27bb8d238cb3d7f3fa31153c18a58fe9cda
RADIANCE_TAL_SUN_WHITE_JUDGMENT_SPEAR,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.radiance""}]",,[],[],,true,"{""accepted_qa2_record_id"":""RADIANCE_TAL_SUN_WHITE_JUDGMENT_SPEAR"",""source_anchor"":""line:67708"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",d8143824da561d983d1b073fb1b68c0c5cd265756e441ea00feab1ac8d2ca979
STARS_TAL_COMET_SPEAR,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.stars""}]",,[],[],,true,"{""accepted_qa2_record_id"":""STARS_TAL_COMET_SPEAR"",""source_anchor"":""line:86098"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",48737417c8c1dd232daed9f955c32f3db91a66a0a2a7a42bf4eb6ecacb9d98eb
STARS_TAL_FALLING_SPARK,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.stars""}]",,[],[],,true,"{""accepted_qa2_record_id"":""STARS_TAL_FALLING_SPARK"",""source_anchor"":""line:85889"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",6c8ce322a181f20b50de31a423e51bc2025f9dcd933531ebc4d84fe29f5d0c3e
STARS_TAL_FALLING_STAR,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.stars""}]",,[],[],,true,"{""accepted_qa2_record_id"":""STARS_TAL_FALLING_STAR"",""source_anchor"":""line:86427"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",2c73f57a4a2a4eb7c7bcd80012227f29e8b0b907655e4d1af5dd80311a3f1eeb
STARS_TAL_HEAVEN_FALLING_STAR,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.stars""}]",,[],[],,true,"{""accepted_qa2_record_id"":""STARS_TAL_HEAVEN_FALLING_STAR"",""source_anchor"":""line:86734"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",c1aaf4c1c8ebe4a787ffa849e8b6000a75378ad88b00c75f2d208dce4b811fc0
STARS_TAL_METEOR_SHOWER,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.stars""}]",,[],[],,true,"{""accepted_qa2_record_id"":""STARS_TAL_METEOR_SHOWER"",""source_anchor"":""line:86237"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",3ff2451402f72253b958546876c7ef1a040b89ac62bce4e348b924ea9dbdc9cc
STARS_TAL_STAR_PIERCING_LINE,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.stars""}]",,[],[],,true,"{""accepted_qa2_record_id"":""STARS_TAL_STAR_PIERCING_LINE"",""source_anchor"":""line:86596"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",72631cf5ff8af55cd6a3344351b90186336bab97e6c0d728de9fdb43d36829e2
TAL_AIR_AIRLESS_STEP,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.air""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_AIR_AIRLESS_STEP"",""source_anchor"":""line:982"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",7e15b9ea261bd083f0870b7499d6aa4be1c14ca086ba27488046d04b00f6e525
TAL_AIR_ARROW_TURNING_BREATH,NO_EXPLICIT_PREREQUISITE_PROSE_BEYOND_OWNER_RELATIONSHIP,"[{""kind"":""sphere_id"",""source_basis"":""canonical owning Sphere relationship"",""target_id"":""tianxia.sphere.air""}]",,[],[],,true,"{""accepted_qa2_record_id"":""TAL_AIR_ARROW_TURNING_BREATH"",""source_anchor"":""line:908"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",072ab6e8232760ab3a49153b073567d93c7496de52707871d617b6d575bc1e17
