canonical_sphere_id,preserved_legacy_id,proposed_canonical_id,deterministic_migration_alias,display_name,normalized_key,exact_published_source_section,source_section_line_start,source_section_line_end,source_section_sha256,source_pack,source_version,aliases,content_family_labels,route_labels,deprecated_labels,status,expected_browse_rules_visibility,expected_character_creator_disposition,confirmed_selectable_talent_count,confirmed_membership_count,background_related_relationship_count,zero_projected_talent_status,source_provenance,record_commitment_sha256
tianxia.sphere.blood,tianxia.sphere.blood,tianxia.sphere.blood,null,Blood,blood,Sphere of Blood,12026,13307,e82dd078192e0aa56cdd0c432dfd5a718bacc80f1e82ee69e31c23100e65abef,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,0,true,"{""source_anchor"":""line:12026"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",e36b285eab8c80ed7cb62f02e35cc6466f9ac718bc2f3e38f813d06dd2dee1f0
tianxia.sphere.brute,tianxia.sphere.brute,tianxia.sphere.brute,null,Brute,brute,Sphere of Brute,13308,14370,aed9e6133a381689928d27dc2fbd1e49f5b8140fcc81a90ffcadc58f14f62a3b,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,34,34,1,false,"{""source_anchor"":""line:13308"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f1d2240467f7e9dcfdf674df7a0861d62ad0e86468a0c5d78ff43c4b1cf603ac
tianxia.sphere.chains,tianxia.sphere.chains,tianxia.sphere.chains,null,Chains,chains,Sphere of Chains,14371,16421,98ece97108ad2ee02389205653e7d72469ecc1807489f7e385c0cad325e71d76,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],"[""Chains / Meridian""]",[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,0,true,"{""source_anchor"":""line:14371"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",0810a778db2545758ee6699e2594bdd96be659fd3cdafd6d7e7e5dc64e24c8c1
tianxia.sphere.daemonic_cultivation,tianxia.sphere.daemonic_cultivation,tianxia.sphere.daemonic_cultivation,null,Daemonic Cultivation,daemonic_cultivation,Sphere of Daemonic Cultivation,16422,17863,b6a8cbc5b38774a53286e859e22b8709e9f0eef92bab895e44e45353222c14f6,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,24,24,0,false,"{""source_anchor"":""line:16422"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",e09a7b8238f6e208dc58a62efc91ae73085524951c17188aa9a1dd9ccdc8c489
tianxia.sphere.dark,tianxia.sphere.dark,tianxia.sphere.dark,null,Dark,dark,Sphere of Dark,17864,18587,a6a5e8201fa00facb1b236022e3aeb723be904d782b04fb9c8bf2c6e3fdd66e8,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,37,37,3,false,"{""source_anchor"":""line:17864"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",64b088dc3e0a6eacd1d77bf42cf06719f13821e7d458a092f6a07384f6b8ec82
tianxia.sphere.death,tianxia.sphere.death,tianxia.sphere.death,null,Death,death,Sphere of Death,18588,20207,84427b3f0f375af6e149f9fe52ba8887358656219ba45fd5b6d1b3ae400b1afe,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,36,36,0,false,"{""source_anchor"":""line:18588"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",c896fb34d333219ce2f0e0a0e22f5c2994f1d22c696202c260b51b510db176f3
tianxia.sphere.destruction,tianxia.sphere.destruction,tianxia.sphere.destruction,null,Destruction,destruction,Sphere of Destruction,20208,21441,0416ae4716602470d8c7623bae0e74c672cbe90be0f4304cbdae688b399f2414,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,0,true,"{""source_anchor"":""line:20208"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f29de66fa88aad75c19caa9424f5ba8ac44d205b135275af2c57ef01fbca9c74
tianxia.sphere.disease,tianxia.sphere.disease,tianxia.sphere.disease,null,Disease,disease,Sphere of Disease,21442,22824,c1cf09f1aae42381ba2779fb03ade51c74f0d2e87c9431a2ca677f1372b2c0c8,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,0,true,"{""source_anchor"":""line:21442"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",21b6a7d926e627e60ea7d1cf142591e1e924a4b0e9b1cdcfb36b6b25b433edc8
tianxia.sphere.dreams,tianxia.sphere.dreams,tianxia.sphere.dreams,null,Dreams,dreams,Sphere of Dreams,22825,24067,d14369b1aeced79397c8d91763fde6eaa7e0f264b513b72f620b7d3378a4a8a7,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,13,13,3,false,"{""source_anchor"":""line:22825"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",acb8df08ec6eaeb8b29db96ca680e54b819540b64e701b8b2b7ff29679d841ee
tianxia.sphere.drunken_style,tianxia.sphere.drunken_style,tianxia.sphere.drunken_style,null,Drunken Style,drunken_style,Sphere of Drunken Style,24068,25112,cd11513813c606fba72757637eae7438ea9bcf17a8eeb44e778facb3373fad5a,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,40,40,0,false,"{""source_anchor"":""line:24068"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",7bc6ef78f3a52c1d00b24fe82624644d1ba5143028f2d9c2de40e4daa5ceca6a
tianxia.sphere.dual_wielding,tianxia.sphere.dual_wielding,tianxia.sphere.dual_wielding,null,Dual Wielding,dual_wielding,Sphere of Dual Wielding,25113,25754,6c093ceea6c6806f5ae647c51cf4de0967439eb5f40f1bc05bd59f514b03ae75,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,17,17,0,false,"{""source_anchor"":""line:25113"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",0e6590053e059aca8bc6f2c1b4ff37a9607514ab83ce1893b0a23d8c236d436b
tianxia.sphere.earth,tianxia.sphere.earth,tianxia.sphere.earth,null,Earth,earth,Sphere of Earth,25755,27133,3afc2cf68474598a67cecaeecb775fcb390c46a57487e2f568c7afff51ed0520,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,35,35,0,false,"{""source_anchor"":""line:25755"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",393fe805e36140ffd4ca4e54e07988638d8ea6161904975b0a9b98350e004e25
tianxia.sphere.equipment,tianxia.sphere.equipment,tianxia.sphere.equipment,null,Equipment,equipment,Sphere of Equipment,27134,27755,b09bac601352b1f5d6dc209562c51aa32f8b663c13be6d9452d7b2a1b25b1bb5,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,0,0,7,true,"{""source_anchor"":""line:27134"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",50542370d5e0f76958d11cba11645e46053205e00991a65dd2f88385402446f8
tianxia.sphere.fate,tianxia.sphere.fate,tianxia.sphere.fate,null,Fate,fate,Sphere of Fate,27756,29411,06db78d6717dbc55de3677e23ea0a1ca7c6322a85015254881c3264b534287fb,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,49,49,0,false,"{""source_anchor"":""line:27756"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",2e4b9843a4200e6c0f2302f72ec5cfe6748f5b9d101d0bc6a124fa3a5c416521
tianxia.sphere.fire,tianxia.sphere.fire,tianxia.sphere.fire,null,Fire,fire,Sphere of Fire,29412,30502,035ae11a291a6edd2764b43bf737f5a4a7c3eb4d8c3946eacae7eeed02c5901f,Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2,HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A,[],[],[],[],PUBLISHED_CANONICAL,true,OWNER_SELECTABLE_WITH_PREREQUISITES,7,7,0,false,"{""source_anchor"":""line:29412"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",4ef33d61bb06e1a45d1512f4bb76d22accb837639cdc35428868363bec10d29c
